το ρούχο;одежда;Πλύνε το ρούχο πριν το φορέσεις. - Вымой одежду перед тем, как наденешь её.
το παντελόνι;брюки;Το παντελόνι μου είναι καινούριο και άνετο. - Мои брюки новые и удобные.
η μπλούζα;футболка;Η μπλούζα σου είναι λερωμένη, πρέπει να την πλύνεις. - Твоя футболка грязная, её нужно постирать.
το πουκάμισο;рубашка;Το πουκάμισο είναι καθαρό και σιδερωμένο. - Рубашка чистая и отглаженная.
το φόρεμα;платье;Το φόρεμα κρέμεται στην ντουλάπα. - Платье висит в шкафу.
η φούστα;юбка;Η φούστα είναι πολύ άνετη και ιδανική για το καλοκαίρι. - Юбка очень удобная и идеально подходит для лета.
το παλτό;пальто;Το παλτό σου είναι πολύ ζεστό για το χειμώνα. - Твоё пальто очень тёплое для зимы.
τα παπούτσια;обувь;Τα παπούτσια μου είναι βολικά και άνετα. - Моя обувь удобная и комфортная.
η κάλτσα;носок;Η κάλτσα μου έχει τρύπα. - В моём носке есть дырка.
το καπέλο;шляпа;Ξέχασα το καπέλο μου στο λεωφορείο. - Я забыл шляпу в автобусе.
η ζώνη;ремень;Δέσε τη ζώνη σου πριν ξεκινήσουμε. - Прежде чем мы поедем, пристегни ремень.
η τσάντα;сумка;Η τσάντα είναι πάνω στο τραπέζι. - Сумка на столе.
το πορτοφόλι;кошелёк;Ξέχασα το πορτοφόλι μου στο τραπέζι. - Я забыл свой кошелёк на столе.
το ρολόι;часы;Το ρολόι μου σταμάτησε χθες το βράδυ. - Мои часы остановились вчера вечером.
τα γυαλιά;очки;Ξέχασα τα γυαλιά μου στο τραπέζι. - Я забыл свои очки на столе.
το δαχτυλίδι;кольцо;Έψαξα όλη μέρα για το δαχτυλίδι που έχασα. - Я весь день искал кольцо, которое потерял.
το κολιέ;колье;Το κολιέ που αγόρασε η Μαρία λάμπει στον ήλιο. - Колье, которое купила Мария, блестит на солнце.
το βραχιόλι;браслет;Το βραχιόλι μου χάθηκε στο ταξί. - Мой браслет потерялся в такси.
το σκουλαρίκι;серьга;Το σκουλαρίκι έπεσε κάτω και δεν το βρίσκω. - Серьга упала на пол, и я не могу её найти.
είμαι;быть;Είμαι στο σπίτι. - Я дома.
έχω;иметь;Έχω δύο αδέρφια και ζούμε στην Αθήνα. - У меня два брата, и мы живём в Афинах.
κάνω;делать;Κάνω καφέ για όλους το πρωί. - Я делаю кофе для всех утром.
λέω;сказать;Σου λέω την αλήθεια, δεν το έκανα εγώ. - Я говорю тебе правду, я этого не сделал.
βλέπω;видеть;Βλέπω τα πουλιά στον κήπο κάθε πρωί. - Я вижу птиц в саду каждое утро.
δίνω;давать;Δίνω το βιβλίο στη Μαρία. - Я даю книгу Марии.
παίρνω;брать;Κάθε μέρα παίρνω τον καφέ μου από το κοντινό μαγαζί. - Каждый день я беру свой кофе в ближайшем магазине.
πηγαίνω;идти;Πηγαίνω στην αγορά με τα πόδια σήμερα. - Я иду на рынок пешком сегодня.
έρχομαι;приходить;Έρχομαι στο πάρκο κάθε Σάββατο. - Я прихожу в парк каждую субботу.
θέλω;хочу;Θέλω έναν καφέ, παρακαλώ. - Я хочу кофе, пожалуйста.
μπορώ;мочь;"Μπορώ να σε βοηθήσω με το πρότζεκτ; - Могу я помочь тебе с проектом?"
πρέπει;нужно;Πρέπει να διαβάσεις πριν την εξέταση. - Тебе нужно подготовиться к экзамену.
τρώω;есть;Κανονικά τρώω πρωινό στις οκτώ. - Обычно я завтракаю в восемь.
πίνω;пить;Πίνω νερό κάθε πρωί πριν εργαστώ. - Я пью воду каждое утро перед работой.
κοιμάμαι;спать;Κοιμάμαι νωρίς τα βράδια για να ξυπνάω ξεκούραστος. - Я сплю рано по вечерам, чтобы просыпаться отдохнувшим.
δουλεύω;работать;Δουλεύω από το σπίτι αυτήν την περίοδο. - В настоящее время я работаю из дома.
μαθαίνω;учиться;Μαθαίνω ελληνικά κάθε μέρα. - Я учусь греческому каждый день.
διαβάζω;читать;Διαβάζω ένα βιβλίο κάθε βράδυ πριν κοιμηθώ. - Я читаю книгу каждый вечер перед сном.
γράφω;писать;Κάθε πρωί γράφω στο ημερολόγιό μου. - Каждое утро я пишу в своём дневнике.
μιλάω;говорить;Μιλάω ελληνικά κάθε μέρα για να εξασκηθώ. - Я говорю по-гречески каждый день, чтобы практиковаться.
ακούω;слышать;Ακούω μουσική κάθε πρωί. - Я слушаю музыку каждое утро.
καταλαβαίνω;понимать;Δεν καταλαβαίνω τι εννοείς. - Я не понимаю, что ты имеешь в виду.
θυμάμαι;помнить;Θυμάμαι το τραγούδι που μάθαμε στο σχολείο. - Я помню песню, которую мы выучили в школе.
ξεχνάω;забывать;Ξεχνάω πάντα τα κλειδιά μου. - Я всегда забываю свои ключи.
ανοίγω;открывать;Κάθε πρωί ανοίγω το παράθυρο για καθαρό αέρα. - Каждое утро я открываю окно, чтобы впустить свежий воздух.
κλείνω;закрывать;Κλείνω το παράθυρο γιατί κάνει κρύο. - Я закрываю окно, потому что холодно.
βάζω;класть;Βάζω το βιβλίο στο τραπέζι. - Я кладу книгу на стол.
βγάζω;вынимать;Βγάζω το βιβλίο από την τσάντα. - Я вынимаю книгу из сумки.
βρίσκω;находить;Βρίσκω πάντα λύσεις στα προβλήματά μου. - Я всегда нахожу решения своих проблем.
χάνω;терять;Χάνω πάντα τα κλειδιά μου όταν βιάζομαι. - Я всегда теряю свои ключи, когда тороплюсь.
παίζω;играть;Τα παιδιά παίζουν στην αυλή κάθε απόγευμα. - Дети играют во дворе каждый вечер.
μένω;оставаться;Μένω στο σπίτι της για δύο μέρες. - Я остаюсь у неё дома на два дня.
ζω;жить;Ζω στην Αθήνα εδώ και πέντε χρόνια. - Я живу в Афинах уже пять лет.
αγαπάω;любить;Αγαπάω την οικογένειά μου πολύ. - Я очень люблю свою семью.
μισώ;ненавижу;Μισώ να ξυπνάω νωρίς τα Σαββατοκύριακα. - Я ненавижу просыпаться рано по выходным.
σκέφτομαι;думать;Σκέφτομαι να πάω στο σινεμά απόψε. - Думаю пойти в кино сегодня вечером.
νιώθω;чувствовать;Νιώθω κουρασμένος μετά τη δουλειά. - Я чувствую себя уставшим после работы.
περπατάω;ходить;Κάθε πρωί περπατάω στο πάρκο με τον σκύλο μου. - Каждое утро я хожу в парк с собакой.
τρέχω;бежать;Τρέχω κάθε πρωί στο πάρκο. - Я бегаю каждое утро в парке.
οδηγώ;водить;Κάθε μέρα οδηγώ το αυτοκίνητό μου στη δουλειά. - Каждый день я вожу свою машину на работу.
πληρώνω;платить;Πληρώνω τον λογαριασμό με κάρτα. - Я оплачиваю счёт картой.
αγοράζω;покупать;Κάθε Σάββατο αγοράζω φρέσκα λαχανικά στο παζάρι. - Каждую субботу я покупаю свежие овощи на рынке.
πουλάω;продавать;Πουλάω το παλιό μου ποδήλατο γιατί χρειάζομαι χρήματα. - Я продаю свой старый велосипед, потому что мне нужны деньги.
ρωτάω;спрашивать;Συχνά ρωτάω τον καθηγητή όταν δεν καταλαβαίνω. - Я часто спрашиваю преподавателя, когда не понимаю.
απαντάω;отвечать;Απαντάω στο μήνυμά σου αύριο. - Я отвечу на твоё сообщение завтра.
βοηθάω;помогать;"Θέλεις να σε βοηθάω με τα μαθήματα σήμερα το απόγευμα; - Хочешь, чтобы я помог тебе с уроками сегодня днем?"
καθαρίζω;чистить;Καθαρίζω τα παράθυρα πριν έρθουν οι επισκέπτες. - Я чищу окна перед приходом гостей.
μαγειρεύω;готовить;Κάθε Κυριακή μαγειρεύω για όλη την οικογένεια. - Каждое воскресенье я готовлю для всей семьи.
πλένω;мыть;Πλένω τα πιάτα μετά το δείπνο. - Я мою посуду после ужина.
στέλνω;отправлять;Στέλνω ένα μήνυμα στον φίλο μου τώρα. - Я отправляю сообщение своему другу сейчас.
φέρνω;приносить;Φέρνω τον καφέ στο τραπέζι. - Я приношу кофе на стол.
καλώ;приглашать;Σε καλώ στο δείπνο αύριο. - Я приглашаю тебя на ужин завтра.
περιμένω;ждать;Περιμένω το λεωφορείο στη στάση κάθε πρωί. - Я жду автобус на остановке каждое утро.
αρχίζω;начинать;Αρχίζω να δουλεύω στις οκτώ το πρωί. - Я начинаю работать в восемь утра.
τελειώνω;заканчивать;Τελειώνω τη δουλειά μέχρι τις έξι σήμερα. - Я заканчиваю работу к шести сегодня.
χρησιμοποιώ;использовать;Χρησιμοποιώ το κινητό μου για να διαβάζω ειδήσεις κάθε πρωί. - Я использую свой мобильный телефон, чтобы читать новости каждое утро.
ταξιδεύω;путешествовать;Κάθε χρόνο ταξιδεύω σε νέα μέρη. - Каждый год я путешествую в новые места.
επιστρέφω;возвращаться;Θα επιστρέψω στο σπίτι μέχρι τις οκτώ. - Я вернусь домой к восьми.
συναντώ;встречать;Συναντώ τον φίλο μου στο καφέ κάθε Παρασκευή. - Я встречаю друга в кафе каждую пятницу.
ελπίζω;надеюсь;Ελπίζω ότι αύριο θα έχει καλό καιρό. - Надеюсь, что завтра будет хорошая погода.
φοβάμαι;бояться;Φοβάμαι το σκοτάδι. - Я боюсь темноты.
γελάω;смеяться;Γελάω κάθε φορά που τον βλέπω. - Я смеюсь каждый раз, когда его вижу.
κλαίω;плакать;Κλαίω όταν βλέπω θλιβερά βίντεο στο διαδίκτυο. - Я плачу, когда вижу грустные видео в интернете.
χαμογελώ;улыбаться;Όταν συναντώ φίλους, χαμογελώ αμέσως. - Когда я встречаю друзей, я сразу улыбаюсь.
κοιτάζω;смотреть;Κοιτάζω τον ουρανό και σκέφτομαι. - Я смотрю на небо и думаю.
πιστεύω;верить;Πιστεύω ότι θα τα καταφέρεις. - Я верю, что ты справишься.
φεύγω;уходить;Πρέπει να φύγω τώρα, έχω ραντεβού. - Мне нужно уйти сейчас, у меня встреча.
μπαίνω;входить;Μπαίνω στο σπίτι κάθε μέρα στις έξι. - Я вхожу в дом каждый день в шесть часов.
βγαίνω;выходить;Βγαίνω από το σπίτι κάθε πρωί στις επτά. - Я выхожу из дома каждое утро в семь.
σηκώνομαι;вставать;Κάθε πρωί σηκώνομαι στις έξι για να τρέξω. - Каждое утро я встаю в шесть, чтобы побегать.
κάθομαι;сидеть;Κάθομαι στον καναπέ και διαβάζω ένα βιβλίο. - Я сижу на диване и читаю книгу.
φοράω;носить;Σήμερα φοράω το νέο μου μπουφάν γιατί κάνει κρύο. - Сегодня я ношу свою новую куртку, потому что холодно.
αλλάζω;менять;Αλλάζω δουλειά τον επόμενο μήνα. - Я меняю работу в следующем месяце.
κρατάω;держать;Κρατάω ένα μπουκάλι νερό στην τσάντα μου. - Я держу бутылку воды в своей сумке.
σπουδάζω;учиться;Σπουδάζω ιατρική στο πανεπιστήμιο της Αθήνας. - Я учусь на медицинском факультете в Афинском университете.
διδάσκω;учить;Η Μαρία διδάσκει αγγλικά στο σχολείο. - Мария преподаёт английский в школе.
χορεύω;танцевать;Μου αρέσει να χορεύω στα πάρτι. - Мне нравится танцевать на вечеринках.
τραγουδάω;петь;Το πρωί τραγουδάω στο ντους. - Утром я пою в душе.
παραγγέλνω;заказывать;Παραγγέλνω πίτσα από την εφαρμογή κάθε Παρασκευή. - Я заказываю пиццу через приложение каждую пятницу.
δοκιμάζω;пробовать;Δοκιμάζω ένα καινούριο πιάτο στο εστιατόριο. - Я пробую новое блюдо в ресторане.
επισκευάζω;ремонтировать;Θα επισκευάσω το πλυντήριο αύριο. - Я починю стиральную машину завтра.
φτιάχνω;делать;Φτιάχνω καφέ κάθε πρωί πριν τη δουλειά. - Я делаю кофе каждое утро перед работой.
οργανώνω;организовывать;Κάθε χρόνο οργανώνω ταξίδια με φίλους. - Каждый год я организовываю поездки с друзьями.
σχεδιάζω;планировать;Σχεδιάζω να πάω στην Αθήνα το επόμενο καλοκαίρι. - Я планирую поехать в Афины следующим летом.
προτείνω;предлагать;Σου προτείνω να δοκιμάσεις αυτό το εστιατόριο το Σάββατο. - Я предлагаю тебе сходить в этот ресторан в субботу.
συζητάω;обсуждать;Συζητάω το πρόγραμμα με την ομάδα κάθε πρωί. - Я обсуждаю программу с командой каждое утро.
ελέγχω;проверять;Ελέγχω πάντα τις αναφορές πριν τις στείλω. - Я всегда проверяю отчёты перед тем, как отправить их.
μετράω;считать;Μετράω τα χρήματα πριν φύγω από το γραφείο. - Я считаю деньги перед уходом из офиса.
υπολογίζω;рассчитывать;Υπολογίζω το κόστος των υλικών πριν ξεκινήσω το έργο. - Я рассчитываю стоимость материалов перед началом проекта.
δημιουργώ;создавать;Προσπαθώ να δημιουργώ χρήσιμα εργαλεία για την ομάδα μου. - Я стараюсь создавать полезные инструменты для моей команды.
κατεβάζω;скачивать;"Μπορείς να μου κατεβάσεις το τραγούδι από το ίντερνετ; - Можешь скачать мне песню из интернета?"
ανεβάζω;загружать;"Μπορείς να ανεβάσεις τις φωτογραφίες στο προφίλ σου; - Можешь загрузить фотографии в свой профиль?"
σώζω;спасать;Οι διασώστες σώζουν τους τραυματίες μετά το ατύχημα. - Спасатели спасают пострадавших после аварии.
εκτυπώνω;распечатывать;Θα εκτυπώσω τις οδηγίες πριν το ραντεβού. - Я распечатаю инструкции перед встречей.
αντιγράφω;копировать;Μην μου αντιγράφεις την εργασία, γράψε τη δική σου. - Не списывай мою работу, напиши свою.
επικολλώ;приклеивать;Επικολλώ την αφίσα στον τοίχο με κολλητική ταινία. - Я приклеиваю плакат на стену клейкой лентой.
διαγράφω;удалять;Διαγράφω το μήνυμα από το κινητό μου. - Я удаляю сообщение с моего телефона.
ενημερώνω;информировать;Θα σε ενημερώσω μόλις λάβω νέα. - Я сообщу тебе, как только получу новости.
συνδέω;подключать;Συνδέω το κινητό μου στο Bluetooth κάθε πρωί. - Я подключаю свой телефон по Bluetooth каждое утро.
αποσυνδέω;отсоединять;Παρακαλώ αποσυνδέστε το καλώδιο πριν καθαρίσετε τη συσκευή. - Пожалуйста, отсоедините кабель перед чисткой устройства.
πλοηγούμαι;ориентироваться;Πλοηγούμαι στη θάλασσα με προσοχή κατά τη διάρκεια της νύχτας. - Я ориентируюсь в море осторожно ночью.
επιλέγω;выбирать;Κάθε πρωί επιλέγω τα ρούχα μου με προσοχή. - Каждое утро я выбираю свою одежду внимательно.
εγγράφω;регистрировать;Εγγράφω τον γιο μου στο σχολείο σήμερα. - Я регистрирую сына в школу сегодня.
ακυρώνω;отменять;Ακύρωσαν την πτήση λόγω κακοκαιρίας. - Они отменили рейс из-за непогоды.
επιβεβαιώνω;подтвердить;"Μπορείς να επιβεβαιώσεις το ραντεβού για αύριο; - Можешь подтвердить встречу на завтра?"
μεγάλος;большой;Το σπίτι είναι πολύ μεγάλο. - Дом очень большой.
μικρός;маленький;Ο μικρός σκύλος παίζει στο πάρκο κάθε πρωί. - Маленький пёс играет в парке каждое утро.
καλός;хороший;Ο παππούς μου είναι πολύ καλός με τα παιδιά. - Мой дедушка очень добрый с детьми.
κακός;плохой;Ο καιρός είναι κακός σήμερα. - Погода сегодня плохая.
νέος;новый;Ο νέος φίλος μου μιλάει καλά ελληνικά. - Мой новый друг хорошо говорит по-гречески.
παλιός;старый;Αυτός ο παλιός υπολογιστής δουλεύει ακόμα, αλλά είναι αργός. - Этот старый компьютер всё ещё работает, но он медленный.
όμορφος;красивый;Ο κήπος είναι πολύ όμορφος την άνοιξη. - Весной сад очень красив.
άσχημος;некрасивый;Το σπίτι φαίνεται άσχημο από το παράθυρο. - Дом выглядит некрасивым из окна.
εύκολος;лёгкий;Το μάθημα ήταν εύκολο και πολλοί το κατάλαβαν. - Урок был лёгким, и многие это поняли.
δύσκολος;трудный;Το μάθημα ήταν πολύ δύσκολο για τους περισσότερους μαθητές. - Урок был очень трудным для большинства учеников.
γρήγορος;быстрый;Το αυτοκίνητο είναι πολύ γρήγορο. - Машина очень быстрая.
αργός;медленный;Το αυτοκίνητο είναι αργό στην επιτάχυνση. - Машина медленно разгоняется.
φθηνός;дешёвый;Αυτό το μαγαζί έχει φθηνά και ποιοτικά ρούχα. - В этом магазине есть дешёвая и качественная одежда.
ακριβός;дорогой;Ο καφές σε αυτό το μαγαζί είναι ακριβός. - Кофе в этом магазине дорогой.
ζεστός;тёплый;Το νερό είναι ζεστό, αν θέλεις να πλύνεις τα πιάτα. - Вода тёплая, если хочешь помыть посуду.
κρύος;холодный;Ο αέρας είναι κρύος σήμερα το πρωί. - Сегодня утром воздух холодный.
καθαρός;чистый;Το δωμάτιο είναι καθαρό και φωτεινό. - Комната чистая и светлая.
βρώμικος;грязный;Το δωμάτιο είναι βρώμικο και χρειάζεται καθαρισμό. - Комната грязная и требует уборки.
δυνατός;сильный;Ο αθλητής είναι πολύ δυνατός και προπονείται καθημερινά. - Спортсмен очень сильный и тренируется каждый день.
αδύναμος;слабый;Μετά την ασθένεια ένιωθα πολύ αδύναμος. - После болезни я чувствовал себя очень слабым.
υγιής;здоровый;Μετά την άσκηση νιώθω πιο υγιής και γεμάτος ενέργεια. - После тренировки я чувствую себя более здоровым и полным энергии.
άρρωστος;больной;Ο φίλος μου ήταν άρρωστος όλη την εβδομάδα. - Мой друг болел всю неделю.
χαρούμενος;счастливый;Είμαι πολύ χαρούμενος για την επιτυχία σου. - Я очень счастлив из-за твоего успеха.
λυπημένος;грустный;Είμαι λυπημένος γιατί έχασα το εισιτήριο. - Я грустный, потому что потерял билет.
κουρασμένος;уставший;Είμαι πολύ κουρασμένος μετά τη δουλειά. - Я очень уставший после работы.
ήσυχος;спокойный;Ο γείτονας είναι πολύ ήσυχος. - Наш сосед очень спокойный.
θορυβώδης;шумный;Η θορυβώδης γειτονιά δεν με αφήνει να κοιμηθώ. - Шумный район мешает мне спать.
ενδιαφέρων;интересный;Ο καθηγητής της ιστορίας είναι πολύ ενδιαφέρων. - Преподаватель истории очень интересный.
βαρετός;скучный;Ο καθηγητής ήταν βαρετός σήμερα στη διάλεξη. - Преподаватель сегодня на лекции был скучным.
ασφαλής;безопасный;Νιώθω ασφαλής όταν είμαι δίπλα σου. - Я чувствую себя в безопасности, когда ты рядом.
επικίνδυνος;опасный;Ο δρόμος είναι επικίνδυνος όταν βρέχει. - Дорога опасна, когда идет дождь.
νόστιμος;вкусный;Το φαγητό στο εστιατόριο ήταν πολύ νόστιμο. - Еда в ресторане была очень вкусной.
πεινασμένος;голодный;Είμαι πολύ πεινασμένος μετά την προπόνηση. - Я очень голоден после тренировки.
διψασμένος;жаждущий;Μετά το ποδήλατο ένιωθα διψασμένος και ήπια ένα μεγάλο ποτήρι νερό. - После езды на велосипеде я испытывал жажду и выпил большой стакан воды.
σημαντικός;важный;Αυτός είναι ένας σημαντικός λόγος για αλλαγή. - Это важная причина для перемен.
έτοιμος;готов;"Είσαι έτοιμος να φύγουμε; - Ты готов уйти?"
ελεύθερος;свободный;Είμαι ελεύθερος το απόγευμα, μπορούμε να συναντηθούμε. - Я свободен днем, мы можем встретиться.
απασχολημένος;занятый;Συγγνώμη, αυτή τη στιγμή είμαι απασχολημένος. - Извините, сейчас я занят.
άνετος;удобный;Αυτός ο καναπές είναι πολύ άνετος. - Этот диван очень удобный.
βαρύς;тяжёлый;Το κουτί είναι πολύ βαρύ για να το σηκώσω. - Коробка слишком тяжёлая, чтобы её поднять.
ελαφρύς;лёгкий;Ο άνεμος είναι ελαφρύς σήμερα. - Ветер сегодня лёгкий.
ξύλινος;деревянный;Έφτιαξε ένα ξύλινο τραπέζι για το σαλόνι. - Сделал деревянный стол для гостиной.
μεταλλικός;металлический;Η θήκη είναι μεταλλική και προστατεύει τη συσκευή από κρούσεις. - Металлический чехол защищает устройство от ударов.
πλαστικός;пластиковый;Ο πλαστικός κάδος είναι φθηνός. - Пластиковое ведро недорогое.
ηλεκτρικός;электрический;Ο ηλεκτρικός βραστήρας ζεσταίνει το νερό σε λίγα λεπτά. - Электрический чайник нагревает воду за несколько минут.
έξυπνος;умный;Ο Νίκος είναι πολύ έξυπνος και λύνει δύσκολα προβλήματα γρήγορα. - Никос очень умный и быстро решает сложные задачи.
χαζός;глупый;Δεν είμαι χαζός, ξέρω τι κάνω. - Я не глупый, я знаю, что делаю.
ευγενικός;вежливый;Ο γείτονας είναι πολύ ευγενικός και μας χαιρετά κάθε πρωί. - Сосед очень вежливый и здоровается с нами каждое утро.
αγενής;невежливый;Ο σερβιτόρος ήταν αγενής σήμερα στο εστιατόριο. - Официант сегодня был невежливым в ресторане.
τελευταίος;последний;Ο τελευταίος επιβάτης μπήκε στο λεωφορείο. - Последний пассажир вошёл в автобус.
πρώτος;первый;Ήταν ο πρώτος που έφτασε στη συνάντηση. - Он был первым, кто прибыл на встречу.
καθημερινός;ежедневный;Ο καθημερινός καφές με ξυπνάει κάθε πρωί. - Ежедневный кофе будит меня каждое утро.
εβδομαδιαίος;еженедельный;Ο εβδομαδιαίος έλεγχος του αυτοκινήτου είναι απαραίτητος. - Еженедельная проверка автомобиля необходима.
μηνιαίος;ежемесячный;Ο μηνιαίος λογαριασμός ήρθε σήμερα στο γραμματοκιβώτιο. - Ежемесячный счет пришел сегодня в почтовый ящик.
ήρεμος;спокойный;Ο πατέρας ήταν ήρεμος μετά την είδηση. - Отец был спокоен после новости.
δίκαιος;справедливый;Ο δάσκαλος είναι δίκαιος με όλους τους μαθητές. - Учитель справедлив по отношению ко всем ученикам.
άδικος;несправедливый;Ο δάσκαλος ήταν άδικος με τα παιδιά. - Учитель был несправедлив по отношению к детям.
ομαλός;ровный;Ο δρόμος είναι ομαλός μετά την επισκευή. - Дорога ровная после ремонта.
τραχύς;грубый;Το δέρμα του ήταν τραχύ από τη σκληρή δουλειά. - Его кожа была грубой из-за тяжёлой работы.
στενός;узкий;Ο δρόμος είναι πολύ στενός για δύο αυτοκίνητα. - Дорога слишком узкая для двух машин.
φαρδύς;широкий;Αυτό το παντελόνι είναι πολύ φαρδύ για μένα. - Эти брюки мне слишком широки.
ψηλός;высокий;Ο αδελφός μου είναι πολύ ψηλός. - Мой брат очень высокий.
χαμηλός;низкий;Ο ήλιος ήταν χαμηλός στον ορίζοντα. - Солнце было низко над горизонтом.
μακρύς;длинный;Ο δρόμος είναι μακρύς. - Дорога длинная.
κοντός;низкий;Ο αδερφός μου είναι κοντός αλλά δυνατός. - Мой брат низкий, но сильный.
εσωτερικός;внутренний;Ο εσωτερικός χώρος του μουσείου είναι ήσυχος. - Внутреннее пространство музея тихое.
εξωτερικός;внешний;Ο εξωτερικός τοίχος χρειάζεται βαφή πριν τον χειμώνα. - Внешняя стена нуждается в покраске перед зимой.
δημόσιος;общественный;Ο δημόσιος χώρος πρέπει να είναι καθαρός. - Общественное пространство должно быть чистым.
ιδιωτικός;частный;Η ιδιωτική κλινική είναι κοντά στο σπίτι. - Частная клиника находится рядом с домом.
τοπικός;местный;Ο τοπικός πληθυσμός συμμετείχε στη συνάντηση για το έργο. - Местное население участвовало во встрече по проекту.
παγκόσμιος;всемирный;Η κλιματική αλλαγή αποτελεί παγκόσμιο πρόβλημα. - Изменение климата является всемирной проблемой.
τυπικός;типичный;Είναι ένας τυπικός εργαζόμενος, πάντα ακριβής και προσεκτικός. - Это типичный работник, всегда пунктуален и внимателен.
άτυπος;неформальный;Είχαμε μια άτυπη συνάντηση στο καφέ για να συζητήσουμε το έργο. - У нас была неформальная встреча в кафе, чтобы обсудить проект.
νομικός;юрист;Ο αδερφός μου είναι νομικός σε μεγάλη εταιρεία. - Мой брат — юрист в большой компании.
οικονομικός;экономический;Ο οικονομικός διευθυντής παρουσίασε τον νέο προϋπολογισμό. - Финансовый директор представил новый бюджет.
τεχνικός;техник;Ο τεχνικός θα επισκευάσει τον υπολογιστή αύριο το πρωί. - Техник починит компьютер завтра утром.
λειτουργικός;функциональный;Αυτό το τηλέφωνο είναι πολύ λειτουργικό και εύκολο στη χρήση. - Этот телефон очень функционален и прост в использовании.
δημιουργικός;творческий;Η Μαρία είναι πολύ δημιουργική και ζωγραφίζει κάθε μέρα. - Мария очень творческая и рисует каждый день.
πρακτικός;практичный;Αυτό το σακίδιο είναι πολύ πρακτικό για ταξίδια. - Этот рюкзак очень практичен для путешествий.
θετικός;положительный;Ο Νίκος είναι θετικός και βοηθάει πάντα τους φίλους του. - Никос положительный и всегда помогает друзьям.
αρνητικός;отрицательный;Ήταν αρνητικός απέναντι στην πρόταση. - Он относился к предложению отрицательно.
πλήρης;полный;Η λίστα είναι πλήρης. - Список полный.
άδειος;пустой;Το ψυγείο είναι άδειο, πρέπει να πάω στο σούπερ μάρκετ. - Холодильник пустой, мне нужно сходить в супермаркет.
υγρός;влажный;Το ύφασμα είναι ακόμα υγρό μετά το πλύσιμο. - Ткань ещё влажная после стирки.
ξηρός;сухой;Το δέρμα μου γίνεται ξηρό τον χειμώνα. - Моя кожа становится сухой зимой.
σκληρός;жёсткий;Ο προπονητής ήταν σκληρός αλλά δίκαιος με τους παίκτες. - Тренер был жёстким, но справедливым по отношению к игрокам.
μαλακός;мягкий;Το μαξιλάρι είναι πολύ μαλακό και άνετο. - Подушка очень мягкая и удобная.
σκοτεινός;тёмный;Ο δρόμος ήταν σκοτεινός μετά τη βροχή. - Дорога была тёмной после дождя.
φωτεινός;яркий;Ο ουρανός ήταν φωτεινός μετά τη βροχή. - Небо было ярким после дождя.
ήπιος;мягкий;Ο καιρός σήμερα είναι ήπιος και ευχάριστος. - Погода сегодня мягкая и приятная.
τραγανός;хрустящий;Το ψωμί είναι τραγανό και φρέσκο. - Хлеб хрустящий и свежий.
φρέσκος;свежий;Το ψωμί είναι φρέσκο και μυρίζει ωραία. - Хлеб свежий и приятно пахнет.
παγωμένος;замёрзший;Ήμουν παγωμένος όταν γύρισα σπίτι μετά το χειμωνιάτικο περίπατο. - Я замёрз, когда вернулся домой после зимней прогулки.
καμένος;сгоревший;Ο τοίχος είναι καμένος από την πυρκαγιά. - Стена обгорела из-за пожара.
γεμάτος;полный;Ο κάδος είναι γεμάτος σκουπίδια. - Мусорный бак полон мусора.
νευρικός;нервный;Είμαι νευρικός πριν την παρουσίαση. - Я нервничаю перед презентацией.
ο μαθηματικός;математик;Ο μαθηματικός εξήγησε το πρόβλημα με απλά λόγια. - Математик объяснил проблему простыми словами.
η φυσική;физика;Η φυσική μας βοηθά να κατανοήσουμε τον κόσμο γύρω μας. - Физика помогает нам понять мир вокруг нас.
η χημεία;химия;Η χημεία στο εργαστήριο απαιτεί προσοχή και σωστή χρήση του εξοπλισμού. - Химия в лаборатории требует осторожности и правильного использования оборудования.
η βιολογία;биология;Η βιολογία μου αρέσει γιατί με βοηθά να καταλάβω τα ζώα και τα φυτά. - Мне нравится биология, потому что она помогает мне понимать животных и растения.
η ιστορία;история;Η ιστορία της πόλης είναι πολύ ενδιαφέρουσα. - История города очень интересна.
η γεωγραφία;география;Η γεωγραφία της Ελλάδας έχει πολλά νησιά και βουνά. - География Греции включает множество островов и гор.
η οικονομία;экономика;Η οικονομία της χώρας ανακάμπτει μετά την κρίση. - Экономика страны восстанавливается после кризиса.
η πολιτική;политика;Η πολιτική επηρεάζει την καθημερινή ζωή των πολιτών. - Политика влияет на повседневную жизнь граждан.
η κοινωνία;общество;Η κοινωνία χρειάζεται αλλαγές για το κοινό καλό. - Общество нуждается в изменениях ради общего блага.
η τεχνολογία;технология;Η τεχνολογία αλλάζει τον τρόπο που επικοινωνούμε και εργαζόμαστε. - Технология меняет то, как мы общаемся и работаем.
η ενέργεια;энергия;Η ενέργεια του σώματος αναπληρώνεται με ξεκούραση και τροφή. - Энергия тела восполняется отдыхом и едой.
η μπαταρία;батарея;Η μπαταρία του τηλεφώνου μου τελείωσε. - Батарея моего телефона разрядилась.
η μηχανή;машина;Η μηχανή του καφέ χρειάζεται καθάρισμα. - Кофемашина нуждается в чистке.
το εργαλείο;инструмент;Βάλε το εργαλείο πίσω στο κουτί μετά τη χρήση. - Положи инструмент обратно в коробку после использования.
